Name,CreatedDate,Service_Application,Post_Assessment_Date,Post,Pre_Assessment_Date,Pre,Priority_Rank,Priority_Name,Impact_Category
IS-01533,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,Yes,5,Doors/windows secure,Energy Efficiency
IS-01534,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,Yes,6,Pest free,Health Risk
IS-01535,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,Yes,7,Numerals visible,Health Risk
IS-01536,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-01537,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-01538,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-01539,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-01540,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-01541,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,No,13,Appliances OK,Health Risk
IS-01542,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,No,2017-11-17 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-01543,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-01544,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-01545,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-01546,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-01547,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-01548,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,No,20,No ratty carpeting,Air Quality
IS-01549,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,No,21,Dryer vented outside,Home Preservation
IS-01550,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-01551,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-01552,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-01553,2020-12-16 21:58:55,service_app_39,2018-04-17 00:00:00,Yes,2017-11-17 00:00:00,Yes,25,No water leaks,Air Quality
IS-01554,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,Yes,2017-09-12 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-01555,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,2,Roof watertight,Home Preservation
IS-01556,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,3,Runoff diverted,Home Preservation
IS-01557,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-01558,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,Yes,2017-09-12 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-01559,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,Yes,2017-09-12 00:00:00,No,6,Pest free,Health Risk
IS-01560,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,7,Numerals visible,Health Risk
IS-01561,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-01562,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,9,CO detectors OK,Health Risk
IS-01563,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,Yes,2017-09-12 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-01564,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,Yes,2017-09-12 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-01565,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-01566,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,Yes,2017-09-12 00:00:00,No,13,Appliances OK,Health Risk
IS-01567,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-01568,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,Yes,2017-09-12 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-01569,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,Yes,2017-09-12 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-01570,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,Yes,2017-09-12 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-01571,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,Yes,2017-09-12 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-01572,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-01573,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,20,No ratty carpeting,Air Quality
IS-01574,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,Yes,2017-09-12 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-01575,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,Yes,2017-09-12 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-01576,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,23,Adequate lighting,Falls Prevention
IS-01577,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,24,Interior paint intact,Home Preservation
IS-01578,2020-12-16 22:53:58,service_app_35,2018-05-07 00:00:00,No,2017-09-12 00:00:00,No,25,No water leaks,Air Quality
IS-01579,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-01580,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-01581,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,No,3,Runoff diverted,Home Preservation
IS-01582,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-01583,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,5,Doors/windows secure,Energy Efficiency
IS-01584,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,6,Pest free,Health Risk
IS-01585,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,No,7,Numerals visible,Health Risk
IS-01586,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-01587,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-01588,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-01589,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-01590,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-01591,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,13,Appliances OK,Health Risk
IS-01592,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-01593,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-01594,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-01595,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-01596,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-01597,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-01598,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-01599,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-01600,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-01601,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-01602,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-01603,2020-12-16 23:35:02,service_app_38,2018-04-20 00:00:00,Yes,2017-10-03 00:00:00,Yes,25,No water leaks,Air Quality
IS-01604,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-01605,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-01606,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,No,3,Runoff diverted,Home Preservation
IS-01607,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-01608,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-01609,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,6,Pest free,Health Risk
IS-01610,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,7,Numerals visible,Health Risk
IS-01611,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-01612,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-01613,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-01614,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-01615,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-01616,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,13,Appliances OK,Health Risk
IS-01617,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-01618,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-01619,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-01620,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-01621,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-01622,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-01623,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-01624,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-01625,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-01626,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-01627,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-01628,2020-12-16 23:50:52,service_app_36,2018-03-29 00:00:00,Yes,2017-09-17 00:00:00,Yes,25,No water leaks,Air Quality
IS-01629,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-01630,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,No,2,Roof watertight,Home Preservation
IS-01631,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,No,3,Runoff diverted,Home Preservation
IS-01632,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,No,2017-09-19 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-01633,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-01634,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,6,Pest free,Health Risk
IS-01635,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,7,Numerals visible,Health Risk
IS-01636,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-01637,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,No,9,CO detectors OK,Health Risk
IS-01638,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,No,2017-09-19 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-01639,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-01640,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-01641,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,13,Appliances OK,Health Risk
IS-01642,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-01643,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-01644,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-01645,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,17,Grab bars if needed,Falls Prevention
IS-01646,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-01647,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-01648,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-01649,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-01650,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-01651,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-01652,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-01653,2020-12-17 00:25:49,service_app_37,2018-06-14 00:00:00,Yes,2017-09-19 00:00:00,No,25,No water leaks,Air Quality
IS-01654,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-01655,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-01656,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,No,3,Runoff diverted,Home Preservation
IS-01657,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-01658,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,5,Doors/windows secure,Energy Efficiency
IS-01659,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,6,Pest free,Health Risk
IS-01660,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,No,7,Numerals visible,Health Risk
IS-01661,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-01662,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-01663,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-01664,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-01665,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-01666,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,13,Appliances OK,Health Risk
IS-01667,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,No,2018-04-11 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-01668,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-01669,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-01670,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-01671,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-01672,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-01673,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-01674,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-01675,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-01676,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,No,23,Adequate lighting,Falls Prevention
IS-01677,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-01678,2020-12-17 14:38:56,service_app_43,2018-08-10 00:00:00,Yes,2018-04-11 00:00:00,Yes,25,No water leaks,Air Quality
IS-01679,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,No,2018-03-21 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-01680,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-01681,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,No,3,Runoff diverted,Home Preservation
IS-01682,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,No,2018-03-21 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-01683,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-01684,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,Yes,6,Pest free,Health Risk
IS-01685,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,Yes,7,Numerals visible,Health Risk
IS-01686,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-01687,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-01688,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-01689,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-01690,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-01691,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,Yes,13,Appliances OK,Health Risk
IS-01692,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,No,2018-03-21 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-01693,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-01694,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-01695,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,Yes,17,Grab bars if needed,Falls Prevention
IS-01696,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,No,2018-03-21 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-01697,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,Yes,2018-03-21 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-01698,2020-12-17 20:00:30,service_app_45,2018-06-14 00:00:00,No,2018-03-21 00:00:00,No,20,No ratty carpeting,Air Quality
